county,candidate,party,office,district,votes
Wayne,Ron Amstutz,Republican,State House,1,32110
Wayne,John Maglio,Democratic,State House,1,16626
Richland,Ellen Haring,Democratic,State House,2,23532
Richland,Mark Romanchuk,Republican,State House,2,31482
Wood,Tim Brown,Republican,State House,3,30834
Wood,Nathan Eberly,Libertarian,State House,3,2780
Wood,Kelly Wicks,Democratic,State House,3,26385
Allen,Robert Huenke,Democratic,State House,4,15552
Allen,Matt Huffman,Republican,State House,4,31075
Columbiana,Nick Barborak,Democratic,State House,5,22586
Columbiana,Craig Newbold,Republican,State House,5,22079
Cuyahoga,Marlene Anielski,Republican,State House,6,33678
Cuyahoga,Anthony Fossaceca,Democratic,State House,6,27078
Cuyahoga,Mike Dovilla,Republican,State House,7,27735
Cuyahoga,Matt Patten,Democratic,State House,7,27613
Cuyahoga,Armond Budish,Democratic,State House,8,40881
Cuyahoga,Tony Hocevar,Republican,State House,8,8472
Cuyahoga,Barbara Boyd,Democratic,State House,9,43390
Cuyahoga,Bill Patmon,Democratic,State House,10,28911
Cuyahoga,Sandra Williams,Democratic,State House,11,27898
Cuyahoga,John Barnes,Democratic,State House,12,36429
Cuyahoga,Nickie Antonio,Democratic,State House,13,28563
Cuyahoga,John Zappala,Republican,State House,13,9087
Cuyahoga,Richard Cyngier,Republican,State House,14,13017
Cuyahoga,Mike Foley,Democratic,State House,14,29200
Cuyahoga,John Butchko,,State House,15,3
Cuyahoga,Nicholas Celebrezze,Democratic,State House,15,25486
Cuyahoga,Patricia Gascoyne,Republican,State House,15,14533
Cuyahoga,Nan Baker,Republican,State House,16,34458
Cuyahoga,Andrew Meyer,Democratic,State House,16,24828
Franklin,Mike Curtin,Democratic,State House,17,21481
Franklin,Nicholas Szabo,Republican,State House,17,12825
Franklin,Bill Colgan,Republican,State House,18,12789
Franklin,Michael Stinziano,Democratic,State House,18,35174
Ashland,Anne Gonzales,Republican,State House,19, 
Franklin,Anne Gonzales,Republican,State House,19,33716
Franklin,Ryan Jolley,Democratic,State House,19,26088
Franklin,Heather Bishoff,Democratic,State House,20,31284
Franklin,Nathan Burd,Republican,State House,20,21492
Franklin,Mike Duffey,Republican,State House,21,32416
Franklin,Donna O'Connor,Democratic,State House,21,29916
Franklin,John Carney,Democratic,State House,22,34623
Franklin,Andy Hall,Republican,State House,22,16139
Franklin,Cheryl Grossman,Republican,State House,23,27680
Franklin,Traci Johnson,Democratic,State House,23,22060
Franklin,Thomas Alban,,State House,24,5
Franklin,Stephanie Kunze,Republican,State House,24,32630
Franklin,Maureen Reedy,Democratic,State House,24,30197
Franklin,Kevin Boyce,Democratic,State House,25,42853
Franklin,Seth Golding,Republican,State House,25,6908
Franklin,Joseph Healy,Republican,State House,26,9007
Franklin,Tracy Heard,Democratic,State House,26,43687
Hamilton,Peter Stautberg,Republican,State House,27,41522
Hamilton,Nathan Wissman,Democratic,State House,27,20645
Hamilton,Connie Pillich,Democratic,State House,28,33588
Hamilton,Robert Ryan,Libertarian,State House,28,2860
Hamilton,Mike Wilson,Republican,State House,28,28154
Hamilton,Louis Blessing,Republican,State House,29,31427
Hamilton,Hubert Brown,Democratic,State House,29,19869
Hamilton,Steven Newsome,Democratic,State House,30,16804
Hamilton,Lou Terhar,Republican,State House,30,37707
Hamilton,Denise Driehaus,Democratic,State House,31,35982
