County Name,Precinct Name,Precinct Code,Region Name,Media Market,Registered Voters,Total Voters,office,district,party,candidate,votes
Clark,PRECINCT CARL 1,AAA,West,Dayton,"1,181",420,President (at-large),,D,Hillary Clinton,46
Clark,PRECINCT CARL 1,AAA,West,Dayton,"1,181",420,President (at-large),,D,"Roque ""Rocky"" De La Fuente",0
Clark,PRECINCT CARL 1,AAA,West,Dayton,"1,181",420,President (at-large),,D,Bernie Sanders,76
Clark,PRECINCT CARL 1,AAA,West,Dayton,"1,181",420,U.S. Senator,,D,Kelli Prather,25
Clark,PRECINCT CARL 1,AAA,West,Dayton,"1,181",420,U.S. Senator,,D,P.G. Sittenfeld,14
Clark,PRECINCT CARL 1,AAA,West,Dayton,"1,181",420,U.S. Senator,,D,Ted Strickland,69
Clark,PRECINCT CARL 1,AAA,West,Dayton,"1,181",420,Representative to Congress,08,D,Corey Foister,82
Clark,PRECINCT CARL 1,AAA,West,Dayton,"1,181",420,State Senator,10,D,Michael Sergio Gilbert,31
Clark,PRECINCT CARL 1,AAA,West,Dayton,"1,181",420,State Senator,10,D,Matthew Kirk,55
Clark,PRECINCT CARL 1,AAA,West,Dayton,"1,181",420,State Representative,74,D,Barb Niemeyer,0
Clark,PRECINCT CARL 1,AAA,West,Dayton,"1,181",420,State Representative,79,D,Alex Wendt,79
Clark,PRECINCT CARL 2,AAB,West,Dayton,969,436,President (at-large),,D,Hillary Clinton,62
Clark,PRECINCT CARL 2,AAB,West,Dayton,969,436,President (at-large),,D,"Roque ""Rocky"" De La Fuente",2
Clark,PRECINCT CARL 2,AAB,West,Dayton,969,436,President (at-large),,D,Bernie Sanders,46
Clark,PRECINCT CARL 2,AAB,West,Dayton,969,436,U.S. Senator,,D,Kelli Prather,13
Clark,PRECINCT CARL 2,AAB,West,Dayton,969,436,U.S. Senator,,D,P.G. Sittenfeld,22
Clark,PRECINCT CARL 2,AAB,West,Dayton,969,436,U.S. Senator,,D,Ted Strickland,68
Clark,PRECINCT CARL 2,AAB,West,Dayton,969,436,Representative to Congress,08,D,Corey Foister,79
Clark,PRECINCT CARL 2,AAB,West,Dayton,969,436,State Senator,10,D,Michael Sergio Gilbert,28
Clark,PRECINCT CARL 2,AAB,West,Dayton,969,436,State Senator,10,D,Matthew Kirk,57
Clark,PRECINCT CARL 2,AAB,West,Dayton,969,436,State Representative,74,D,Barb Niemeyer,0
Clark,PRECINCT CARL 2,AAB,West,Dayton,969,436,State Representative,79,D,Alex Wendt,70
Clark,PRECINCT CARL 3,AAE,West,Dayton,"1,127",387,President (at-large),,D,Hillary Clinton,62
Clark,PRECINCT CARL 3,AAE,West,Dayton,"1,127",387,President (at-large),,D,"Roque ""Rocky"" De La Fuente",0
Clark,PRECINCT CARL 3,AAE,West,Dayton,"1,127",387,President (at-large),,D,Bernie Sanders,43
Clark,PRECINCT CARL 3,AAE,West,Dayton,"1,127",387,U.S. Senator,,D,Kelli Prather,17
Clark,PRECINCT CARL 3,AAE,West,Dayton,"1,127",387,U.S. Senator,,D,P.G. Sittenfeld,17
Clark,PRECINCT CARL 3,AAE,West,Dayton,"1,127",387,U.S. Senator,,D,Ted Strickland,64
Clark,PRECINCT CARL 3,AAE,West,Dayton,"1,127",387,Representative to Congress,08,D,Corey Foister,82
Clark,PRECINCT CARL 3,AAE,West,Dayton,"1,127",387,State Senator,10,D,Michael Sergio Gilbert,18
Clark,PRECINCT CARL 3,AAE,West,Dayton,"1,127",387,State Senator,10,D,Matthew Kirk,64
Clark,PRECINCT CARL 3,AAE,West,Dayton,"1,127",387,State Representative,74,D,Barb Niemeyer,0
Clark,PRECINCT CARL 3,AAE,West,Dayton,"1,127",387,State Representative,79,D,Alex Wendt,76
Clark,PRECINCT CITY 18,AAG,West,Dayton,"1,211",264,President (at-large),,D,Hillary Clinton,95
Clark,PRECINCT CITY 18,AAG,West,Dayton,"1,211",264,President (at-large),,D,"Roque ""Rocky"" De La Fuente",1
Clark,PRECINCT CITY 18,AAG,West,Dayton,"1,211",264,President (at-large),,D,Bernie Sanders,54
Clark,PRECINCT CITY 18,AAG,West,Dayton,"1,211",264,U.S. Senator,,D,Kelli Prather,25
Clark,PRECINCT CITY 18,AAG,West,Dayton,"1,211",264,U.S. Senator,,D,P.G. Sittenfeld,18
Clark,PRECINCT CITY 18,AAG,West,Dayton,"1,211",264,U.S. Senator,,D,Ted Strickland,97
Clark,PRECINCT CITY 18,AAG,West,Dayton,"1,211",264,Representative to Congress,08,D,Corey Foister,108
Clark,PRECINCT CITY 18,AAG,West,Dayton,"1,211",264,State Senator,10,D,Michael Sergio Gilbert,43
Clark,PRECINCT CITY 18,AAG,West,Dayton,"1,211",264,State Senator,10,D,Matthew Kirk,75
Clark,PRECINCT CITY 18,AAG,West,Dayton,"1,211",264,State Representative,74,D,Barb Niemeyer,0
Clark,PRECINCT CITY 18,AAG,West,Dayton,"1,211",264,State Representative,79,D,Alex Wendt,104
Clark,PRECINCT CITY 19,AAH,West,Dayton,644,176,President (at-large),,D,Hillary Clinton,45
Clark,PRECINCT CITY 19,AAH,West,Dayton,644,176,President (at-large),,D,"Roque ""Rocky"" De La Fuente",0
Clark,PRECINCT CITY 19,AAH,West,Dayton,644,176,President (at-large),,D,Bernie Sanders,38
Clark,PRECINCT CITY 19,AAH,West,Dayton,644,176,U.S. Senator,,D,Kelli Prather,10
Clark,PRECINCT CITY 19,AAH,West,Dayton,644,176,U.S. Senator,,D,P.G. Sittenfeld,5
Clark,PRECINCT CITY 19,AAH,West,Dayton,644,176,U.S. Senator,,D,Ted Strickland,65
Clark,PRECINCT CITY 19,AAH,West,Dayton,644,176,Representative to Congress,08,D,Corey Foister,62
Clark,PRECINCT CITY 19,AAH,West,Dayton,644,176,State Senator,10,D,Michael Sergio Gilbert,27
Clark,PRECINCT CITY 19,AAH,West,Dayton,644,176,State Senator,10,D,Matthew Kirk,43
Clark,PRECINCT CITY 19,AAH,West,Dayton,644,176,State Representative,74,D,Barb Niemeyer,0
Clark,PRECINCT CITY 19,AAH,West,Dayton,644,176,State Representative,79,D,Alex Wendt,60
